,user_id,user_last_launch,app_two_out,mean_user,day,sum_user,var_user,std_user,cont_day,user_register,day_sum,last_regist,last_rigist_day,day_count
56,11556,17,0.1,,,,,,1,16,,1,,
57,11800,28,0.06666666666666667,,,,,,2,23,,5,,
58,12008,24,0.1,,,,,,1,24,,0,,
59,12798,21,0.1,,,,,,1,12,,9,,
60,12891,26,0.2,,,,,,4,23,,3,,
61,13335,26,0.06666666666666667,,,,,,1,23,,3,,
62,13392,26,0.03333333333333333,,,,,,1,26,,0,,
63,13777,29,0.06666666666666667,,,,,,1,29,,0,,
64,13835,18,0.06666666666666667,,,,,,2,12,,6,,
65,13959,28,0.1,,,,,,2,21,,7,,
66,14018,29,0.3,,,,,,1,8,,21,,
67,14109,30,0.13333333333333333,,,,,,1,25,,5,,
68,14253,30,0.4666666666666667,,,,,,5,19,,11,,
69,14287,30,0.06666666666666667,,,,,,2,29,,1,,
70,14460,28,0.06666666666666667,,,,,,1,20,,8,,
71,14506,28,0.06666666666666667,,,,,,1,17,,11,,
72,15403,30,0.03333333333333333,,,,,,1,28,,2,,
73,15688,16,0.03333333333333333,,,,,,1,16,,0,,
74,16152,26,0.3,,,,,,1,10,,16,,
75,16309,24,0.03333333333333333,,,,,,1,24,,0,,
76,16561,12,0.06666666666666667,,,,,,2,11,,1,,
77,16892,22,0.03333333333333333,,,,,,1,12,,10,,
78,16943,28,0.23333333333333334,,,,,,2,27,,1,,
79,17418,8,0.03333333333333333,,,,,,1,8,,0,,
80,17445,24,0.06666666666666667,,,,,,1,18,,6,,
81,17681,6,0.03333333333333333,,,,,,1,6,,0,,
82,17700,26,0.06666666666666667,,,,,,1,19,,7,,
83,17761,25,0.03333333333333333,,,,,,1,25,,0,,
84,17856,29,0.03333333333333333,,,,,,1,10,,19,,
85,18060,25,0.16666666666666666,,,,,,1,9,,16,,
86,18067,28,0.5666666666666667,,,,,,3,8,,20,,
87,18638,26,0.03333333333333333,,,,,,1,23,,3,,
88,18675,30,1.2,,,,,,4,8,,22,,
89,18722,29,0.1,,,,,,1,27,,2,,
90,18813,22,0.13333333333333333,,,,,,2,21,,1,,
91,19167,27,0.1,,,,,,1,12,,15,,
92,19310,9,0.13333333333333333,,,,,,1,6,,3,,
93,19421,24,0.06666666666666667,,,,,,1,3,,21,,
94,19691,26,0.2,,,,,,1,11,,15,,
95,19894,28,0.03333333333333333,,,,,,1,28,,0,,
96,20350,28,0.3,,,,,,2,21,,7,,
97,20394,28,0.03333333333333333,,,,,,1,11,,17,,
98,21050,29,0.1,,,,,,1,25,,4,,
99,21391,24,0.36666666666666664,,,,,,5,11,,13,,
100,21555,27,0.03333333333333333,,,,,,1,22,,5,,
101,21666,28,0.7666666666666667,,,,,,2,3,,25,,
102,21768,29,0.03333333333333333,,,,,,1,29,,0,,
103,22013,13,0.03333333333333333,,,,,,1,9,,4,,
104,22051,28,0.3333333333333333,,,,,,4,9,,19,,
105,22400,30,0.26666666666666666,,,,,,1,17,,13,,
106,22434,29,0.1,,,,,,1,29,,0,,
107,23036,28,0.06666666666666667,,,,,,1,21,,7,,
108,23310,20,0.03333333333333333,,,,,,1,19,,1,,
109,23400,10,0.23333333333333334,,,,,,4,7,,3,,
110,23823,7,0.03333333333333333,,,,,,1,2,,5,,
111,24062,26,0.3333333333333333,,,,,,2,14,,12,,
112,24149,28,0.13333333333333333,,,,,,1,7,,21,,
113,24459,23,0.06666666666666667,,,,,,1,7,,16,,
114,25007,22,0.03333333333333333,,,,,,1,22,,0,,
115,25530,26,0.06666666666666667,,,,,,1,24,,2,,
116,26234,18,0.03333333333333333,,,,,,1,18,,0,,
117,26302,27,0.5333333333333333,,,,,,2,13,,14,,
118,26439,17,0.1,,,,,,1,17,,0,,
119,26448,19,0.03333333333333333,,,,,,1,13,,6,,
120,26489,10,0.03333333333333333,,,,,,1,10,,0,,
121,26863,29,0.8,,,,,,17,13,,16,,
122,26906,10,0.03333333333333333,,,,,,1,9,,1,,
123,27349,7,0.06666666666666667,,,,,,1,7,,0,,
124,27389,14,0.03333333333333333,,,,,,1,12,,2,,
125,27450,11,0.03333333333333333,,,,,,1,11,,0,,
126,27650,15,0.26666666666666666,,,,,,1,11,,4,,
127,27654,26,0.1,,,,,,1,22,,4,,
128,27702,3,0.06666666666666667,,,,,,2,2,,1,,
129,27787,28,0.1,,,,,,1,27,,1,,
130,27832,10,0.03333333333333333,,,,,,1,10,,0,,
131,27952,30,0.06666666666666667,,,,,,1,22,,8,,
132,27999,28,0.1,,,,,,1,21,,7,,
133,28020,27,0.8333333333333334,,,,,,2,11,,16,,
134,28042,26,0.23333333333333334,,,,,,1,12,,14,,
135,28105,23,0.03333333333333333,,,,,,1,23,,0,,
136,28139,26,0.06666666666666667,,,,,,1,6,,20,,
137,28297,14,0.03333333333333333,,,,,,1,14,,0,,
138,28481,12,0.03333333333333333,,,,,,1,12,,0,,
139,28512,30,0.1,,,,,,2,27,,3,,
140,28544,29,0.13333333333333333,,,,,,1,28,,1,,
141,28563,28,0.13333333333333333,,,,,,2,21,,7,,
142,29099,3,0.13333333333333333,,,,,,1,3,,0,,
143,29166,26,0.03333333333333333,,,,,,1,25,,1,,
144,29253,11,0.03333333333333333,,,,,,1,2,,9,,
145,29534,27,0.2,,,,,,2,25,,2,,
146,29731,21,0.03333333333333333,,,,,,1,21,,0,,
147,29769,30,0.36666666666666664,,,,,,2,8,,22,,
148,29917,18,0.23333333333333334,,,,,,4,15,,3,,
149,29978,29,0.1,,,,,,1,1,,28,,
150,30353,6,0.1,,,,,,1,4,,2,,
151,30952,29,0.06666666666666667,,,,,,1,16,,13,,
152,31333,30,0.26666666666666666,,,,,,1,30,,0,,
153,31717,10,0.03333333333333333,,,,,,1,10,,0,,
154,32429,6,0.03333333333333333,,,,,,1,6,,0,,
155,32496,29,0.3333333333333333,,,,,,2,5,,24,,
156,32542,20,0.06666666666666667,,,,,,1,20,,0,,
157,32961,30,0.03333333333333333,,,,,,1,30,,0,,
158,33325,4,0.06666666666666667,,,,,,1,4,,0,,
159,33481,15,0.06666666666666667,,,,,,1,6,,9,,
160,33634,27,0.13333333333333333,,,,,,1,24,,3,,
161,34194,23,0.13333333333333333,,,,,,1,14,,9,,
162,34252,16,0.03333333333333333,,,,,,1,16,,0,,
163,34371,10,0.03333333333333333,,,,,,1,8,,2,,
164,34594,19,0.1,,,,,,2,13,,6,,
165,35115,29,0.23333333333333334,,,,,,1,25,,4,,
166,35124,28,0.26666666666666666,,,,,,1,17,,11,,
167,35231,22,0.03333333333333333,,,,,,1,22,,0,,
168,35354,25,0.06666666666666667,,,,,,1,18,,7,,
169,35882,3,0.2,,,,,,2,2,,1,,
170,35962,12,0.03333333333333333,,,,,,1,9,,3,,
171,36444,27,0.26666666666666666,,,,,,1,15,,12,,
172,36448,20,0.13333333333333333,,,,,,1,13,,7,,
173,36558,30,0.13333333333333333,,,,,,1,30,,0,,
174,36722,30,0.43333333333333335,,,,,,4,4,,26,,
175,36951,27,0.13333333333333333,,,,,,2,21,,6,,
176,36984,27,0.4666666666666667,,,,,,1,19,,8,,
177,37076,21,0.13333333333333333,,,,,,1,19,,2,,
178,37109,20,0.06666666666666667,,,,,,1,12,,8,,
179,37125,3,0.1,,,,,,2,2,,1,,
180,37164,28,0.06666666666666667,,,,,,1,28,,0,,
181,37252,26,0.03333333333333333,,,,,,1,24,,2,,
182,37510,30,0.06666666666666667,,,,,,1,27,,3,,
183,37536,23,0.03333333333333333,,,,,,1,22,,1,,
184,37716,27,0.06666666666666667,,,,,,1,13,,14,,
185,37907,23,0.03333333333333333,,,,,,1,23,,0,,
186,37964,30,0.13333333333333333,,,,,,2,29,,1,,
187,38006,24,0.06666666666666667,,,,,,1,7,,17,,
188,38183,18,0.03333333333333333,,,,,,1,18,,0,,
189,38355,30,0.1,,,,,,1,10,,20,,
190,38622,25,0.03333333333333333,,,,,,1,25,,0,,
191,38741,29,0.03333333333333333,,,,,,1,28,,1,,
192,38781,8,0.03333333333333333,,,,,,1,7,,1,,
193,38824,22,0.03333333333333333,,,,,,1,22,,0,,
194,39066,6,0.03333333333333333,,,,,,1,6,,0,,
195,39078,25,0.03333333333333333,,,,,,1,25,,0,,
196,39175,23,0.03333333333333333,,,,,,1,23,,0,,
197,39231,24,0.1,,,,,,1,24,,0,,
198,39534,22,0.03333333333333333,,,,,,1,22,,0,,
199,39813,30,0.5666666666666667,,,,,,6,7,,23,,
200,40038,28,0.26666666666666666,,,,,,2,26,,2,,
201,40150,23,0.7,,,,,,4,2,,21,,
202,40415,24,0.16666666666666666,,,,,,1,20,,4,,
203,40831,11,0.03333333333333333,,,,,,1,11,,0,,
204,41170,12,0.1,,,,,,1,11,,1,,
205,41330,27,0.03333333333333333,,,,,,1,22,,5,,
206,41531,30,0.7666666666666667,,,,,,4,7,,23,,
207,41961,30,0.1,,,,,,2,27,,3,,
208,42418,14,0.03333333333333333,,,,,,1,14,,0,,
209,42866,29,0.06666666666666667,,,,,,1,28,,1,,
210,42971,30,0.7666666666666667,,,,,,5,5,,25,,
211,43288,25,0.06666666666666667,,,,,,1,10,,15,,
212,43364,22,0.03333333333333333,,,,,,1,21,,1,,
213,43426,18,0.03333333333333333,,,,,,1,9,,9,,
214,43611,30,1.0333333333333334,,,,,,1,3,,27,,
215,43901,29,0.7,,,,,,6,10,,19,,
216,43914,27,0.06666666666666667,,,,,,1,27,,0,,
217,44117,19,0.1,,,,,,1,19,,0,,
218,44243,23,0.03333333333333333,,,,,,1,23,,0,,
219,44250,24,0.06666666666666667,,,,,,1,24,,0,,
220,44853,21,0.1,,,,,,2,20,,1,,
221,44896,26,0.03333333333333333,,,,,,1,23,,3,,
222,44984,27,0.2,,,,,,2,13,,14,,
223,45024,25,0.03333333333333333,,,,,,1,24,,1,,
224,45138,24,0.06666666666666667,,,,,,2,22,,2,,
225,45222,26,0.03333333333333333,,,,,,1,26,,0,,
226,45252,11,0.03333333333333333,,,,,,1,11,,0,,
227,45291,21,0.06666666666666667,,,,,,1,4,,17,,
228,45600,25,0.03333333333333333,,,,,,1,17,,8,,
229,45868,29,0.13333333333333333,,,,,,1,29,,0,,
230,45988,9,0.06666666666666667,,,,,,1,9,,0,,
231,46044,25,0.06666666666666667,,,,,,1,14,,11,,
232,46467,26,0.06666666666666667,,,,,,1,26,,0,,
233,46625,30,0.1,,,,,,1,20,,10,,
234,46627,24,0.36666666666666664,,,,,,1,24,,0,,
235,46688,26,0.2,,,,,,1,17,,9,,
236,46811,22,0.06666666666666667,,,,,,1,15,,7,,
237,46930,30,0.13333333333333333,,,,,,3,20,,10,,
238,46967,18,0.26666666666666666,,,,,,1,18,,0,,
239,47028,28,0.36666666666666664,,,,,,2,22,,6,,
240,47095,17,0.03333333333333333,,,,,,1,11,,6,,
241,47236,23,0.06666666666666667,,,,,,1,23,,0,,
242,47503,26,0.03333333333333333,,,,,,1,25,,1,,
243,47510,28,0.03333333333333333,,,,,,1,23,,5,,
244,47545,30,0.06666666666666667,,,,,,2,29,,1,,
245,47686,11,0.03333333333333333,,,,,,1,10,,1,,
246,47694,6,0.03333333333333333,,,,,,1,6,,0,,
247,47817,29,0.06666666666666667,,,,,,1,27,,2,,
248,48195,30,0.03333333333333333,,,,,,1,30,,0,,
249,48430,11,0.13333333333333333,,,,,,1,2,,9,,
250,48636,17,0.13333333333333333,,,,,,2,5,,12,,
251,48804,29,0.4666666666666667,,,,,,2,2,,27,,
252,48978,3,0.03333333333333333,,,,,,1,3,,0,,
253,49077,27,0.03333333333333333,,,,,,1,27,,0,,
254,49400,7,0.03333333333333333,,,,,,1,5,,2,,
255,49590,30,0.36666666666666664,,,,,,5,7,,23,,
256,49747,22,0.03333333333333333,,,,,,1,13,,9,,
257,49963,26,0.06666666666666667,,,,,,1,19,,7,,
258,50357,30,0.23333333333333334,,,,,,3,27,,3,,
259,50563,28,0.5,,,,,,3,26,,2,,
260,50639,20,0.5666666666666667,,,,,,2,4,,16,,
261,50858,25,0.1,,,,,,1,23,,2,,
262,51039,30,0.03333333333333333,,,,,,1,23,,7,,
263,51447,21,0.23333333333333334,,,,,,2,11,,10,,
264,51618,29,0.8666666666666667,,,,,,3,14,,15,,
265,51701,18,0.03333333333333333,,,,,,1,18,,0,,
266,51831,30,0.3333333333333333,,,,,,3,23,,7,,
267,51981,22,0.03333333333333333,,,,,,1,22,,0,,
268,52091,22,0.03333333333333333,,,,,,1,22,,0,,
269,52234,25,0.13333333333333333,,,,,,1,25,,0,,
270,52243,23,0.4,,,,,,1,8,,15,,
271,52724,21,0.03333333333333333,,,,,,1,9,,12,,
272,52918,27,0.16666666666666666,,,,,,2,26,,1,,
273,53421,27,0.06666666666666667,,,,,,1,26,,1,,
274,53552,15,0.1,,,,,,1,15,,0,,
275,53626,28,0.1,,,,,,1,22,,6,,
276,53849,14,0.03333333333333333,,,,,,1,14,,0,,
277,53864,28,0.4,,,,,,4,16,,12,,
278,53866,23,0.03333333333333333,,,,,,1,7,,16,,
279,53897,27,1.0,,,,,,1,22,,5,,
280,54096,25,0.03333333333333333,,,,,,1,18,,7,,
281,54358,27,0.03333333333333333,,,,,,1,24,,3,,
282,54368,13,0.16666666666666666,,,,,,1,13,,0,,
283,54409,26,0.03333333333333333,,,,,,1,1,,25,,
284,54590,21,0.1,,,,,,1,18,,3,,
285,55193,28,0.13333333333333333,,,,,,1,25,,3,,
286,55431,30,0.13333333333333333,,,,,,1,20,,10,,
287,55872,6,0.1,,,,,,2,4,,2,,
288,55878,28,0.6333333333333333,,,,,,3,6,,22,,
289,55966,4,0.03333333333333333,,,,,,1,4,,0,,
290,56017,5,0.03333333333333333,,,,,,1,1,,4,,
291,56254,10,0.06666666666666667,,,,,,1,9,,1,,
292,56351,18,0.3333333333333333,,,,,,1,18,,0,,
293,56430,13,0.26666666666666666,,,,,,2,11,,2,,
294,56544,22,0.03333333333333333,,,,,,1,22,,0,,
295,57314,3,0.03333333333333333,,,,,,1,3,,0,,
296,57423,23,0.03333333333333333,,,,,,1,23,,0,,
297,57495,27,0.03333333333333333,,,,,,1,6,,21,,
298,57594,17,0.06666666666666667,,,,,,1,17,,0,,
299,57924,9,0.06666666666666667,,,,,,1,9,,0,,
300,58051,27,0.5333333333333333,,,,,,4,8,,19,,
301,58077,2,0.06666666666666667,,,,,,1,2,,0,,
302,58131,26,0.03333333333333333,,,,,,1,5,,21,,
303,58152,22,0.03333333333333333,,,,,,1,20,,2,,
304,58193,13,0.03333333333333333,,,,,,1,13,,0,,
305,58396,18,0.2,,,,,,3,16,,2,,
306,58403,28,0.03333333333333333,,,,,,1,28,,0,,
307,58603,10,0.06666666666666667,,,,,,1,7,,3,,
308,58605,20,0.3333333333333333,,,,,,1,13,,7,,
309,58651,20,0.06666666666666667,,,,,,1,20,,0,,
310,58758,28,0.26666666666666666,,,,,,1,7,,21,,
311,58855,22,0.06666666666666667,,,,,,1,22,,0,,
312,59036,18,0.03333333333333333,,,,,,1,18,,0,,
313,59116,1,0.03333333333333333,,,,,,1,1,,0,,
314,59138,9,0.06666666666666667,,,,,,2,8,,1,,
315,59163,28,0.16666666666666666,,,,,,1,9,,19,,
316,59388,28,0.06666666666666667,,,,,,1,28,,0,,
317,59661,22,0.03333333333333333,,,,,,1,2,,20,,
318,60741,30,0.26666666666666666,,,,,,2,28,,2,,
319,60798,13,0.13333333333333333,,,,,,1,13,,0,,
320,60881,5,0.06666666666666667,,,,,,1,5,,0,,
321,61019,6,0.03333333333333333,,,,,,1,6,,0,,
322,61500,14,0.03333333333333333,,,,,,1,14,,0,,
323,61522,28,0.03333333333333333,,,,,,1,23,,5,,
324,61752,30,0.6,,,,,,2,8,,22,,
325,61909,24,0.23333333333333334,,,,,,2,23,,1,,
326,62087,6,0.03333333333333333,,,,,,1,6,,0,,
327,62331,24,0.06666666666666667,,,,,,1,12,,12,,
328,62863,17,0.03333333333333333,,,,,,1,16,,1,,
329,63018,8,0.03333333333333333,,,,,,1,7,,1,,
330,63228,21,0.23333333333333334,,,,,,1,12,,9,,
331,63326,20,0.2,,,,,,1,15,,5,,
332,63343,28,0.2,,,,,,1,6,,22,,
333,63349,21,0.03333333333333333,,,,,,1,21,,0,,
334,63391,21,0.26666666666666666,,,,,,1,8,,13,,
335,63651,12,0.16666666666666666,,,,,,1,7,,5,,
336,63737,3,0.03333333333333333,,,,,,1,3,,0,,
337,63813,17,0.03333333333333333,,,,,,1,13,,4,,
338,63974,22,0.3333333333333333,,,,,,1,8,,14,,
339,63995,23,0.03333333333333333,,,,,,1,17,,6,,
340,64259,19,0.03333333333333333,,,,,,1,16,,3,,
341,64290,4,0.03333333333333333,,,,,,1,4,,0,,
342,64349,21,0.16666666666666666,,,,,,1,9,,12,,
343,64451,28,0.06666666666666667,,,,,,2,27,,1,,
344,64515,24,0.03333333333333333,,,,,,1,24,,0,,
345,64600,30,0.6,,,,,,1,16,,14,,
346,64982,22,0.06666666666666667,,,,,,1,22,,0,,
347,65221,14,0.06666666666666667,,,,,,1,14,,0,,
348,65380,28,0.4666666666666667,,,,,,3,6,,22,,
349,65599,11,0.03333333333333333,,,,,,1,11,,0,,
350,65657,13,0.03333333333333333,,,,,,1,13,,0,,
351,65909,20,0.03333333333333333,,,,,,1,1,,19,,
352,66093,22,0.1,,,,,,2,14,,8,,
353,66118,27,0.03333333333333333,,,,,,1,13,,14,,
354,66449,20,0.03333333333333333,,,,,,1,6,,14,,
355,66644,23,0.16666666666666666,,,,,,1,11,,12,,
356,66899,15,0.03333333333333333,,,,,,1,15,,0,,
357,67045,29,0.1,,,,,,1,29,,0,,
358,67128,25,0.03333333333333333,,,,,,1,25,,0,,
359,67218,24,0.5,,,,,,1,13,,11,,
360,67915,18,0.26666666666666666,,,,,,1,17,,1,,
361,67992,22,0.03333333333333333,,,,,,1,21,,1,,
362,68065,30,0.4666666666666667,,,,,,3,12,,18,,
363,68452,27,1.1666666666666667,,,,,,3,9,,18,,
364,68514,12,0.03333333333333333,,,,,,1,8,,4,,
365,68585,21,0.06666666666666667,,,,,,1,17,,4,,
366,68597,30,0.06666666666666667,,,,,,1,27,,3,,
367,68843,27,0.2,,,,,,1,27,,0,,
368,69041,30,0.23333333333333334,,,,,,1,6,,24,,
369,69336,26,0.2,,,,,,1,21,,5,,
370,69350,28,0.13333333333333333,,,,,,1,19,,9,,
371,69414,26,0.03333333333333333,,,,,,1,26,,0,,
372,69634,27,0.06666666666666667,,,,,,1,27,,0,,
373,69708,20,0.1,,,,,,1,20,,0,,
374,69728,20,0.1,,,,,,1,15,,5,,
375,69814,28,0.03333333333333333,,,,,,1,20,,8,,
376,70130,27,0.5333333333333333,,,,,,1,13,,14,,
377,70235,28,0.03333333333333333,,,,,,1,28,,0,,
378,70514,17,0.1,,,,,,2,13,,4,,
379,70578,22,0.26666666666666666,,,,,,2,21,,1,,
380,70684,28,0.13333333333333333,,,,,,1,22,,6,,
381,70931,30,0.06666666666666667,,,,,,1,4,1644.0,26,,
382,71356,6,0.06666666666666667,,,,,,1,3,,3,,
383,71492,28,0.03333333333333333,,,,,,1,26,,2,,
384,71555,28,0.13333333333333333,,,,,,3,4,,24,,
385,71614,30,0.16666666666666666,,,,,,3,24,,6,,
386,71718,28,0.03333333333333333,,,,,,1,28,,0,,
387,72191,24,0.06666666666666667,,,,,,1,19,,5,,
388,72245,29,0.03333333333333333,,,,,,1,10,,19,,
389,72466,2,0.06666666666666667,,,,,,1,2,,0,,
390,72487,10,0.03333333333333333,,,,,,1,4,,6,,
391,72783,16,0.03333333333333333,,,,,,1,15,,1,,
392,72792,13,0.06666666666666667,,,,,,2,12,,1,,
393,73058,19,0.03333333333333333,,,,,,1,16,,3,,
394,73231,23,0.2,,,,,,1,3,,20,,
395,73371,24,0.03333333333333333,,,,,,1,24,,0,,
396,73751,25,0.06666666666666667,,,,,,1,22,,3,,
397,73770,27,0.1,,,,,,1,17,,10,,
398,73901,17,0.03333333333333333,,,,,,1,17,,0,,
399,74315,14,0.03333333333333333,,,,,,1,14,,0,,
400,74405,30,0.9666666666666667,,,,,,3,5,,25,,
401,74406,8,0.23333333333333334,,,,,,2,3,,5,,
402,74535,30,0.06666666666666667,,,,,,1,7,,23,,
403,74717,2,0.1,,,,,,1,2,,0,,
404,75395,23,0.13333333333333333,,,,,,3,21,,2,,
405,75920,4,0.03333333333333333,,,,,,1,4,,0,,
406,76077,25,0.1,,,,,,1,6,,19,,
407,76109,27,0.03333333333333333,,,,,,1,27,,0,,
408,76147,29,0.06666666666666667,,,,,,1,17,,12,,
409,76208,22,0.13333333333333333,,,,,,1,22,,0,,
410,76545,12,0.23333333333333334,,,,,,2,5,,7,,
411,76615,26,0.06666666666666667,,,,,,2,2,,24,,
412,76834,28,0.1,,,,,,2,21,,7,,
413,76895,28,0.1,,,,,,1,21,,7,,
414,76991,18,0.06666666666666667,,,,,,1,17,,1,,
415,77117,26,0.1,,,,,,2,25,,1,,
416,77165,6,0.03333333333333333,,,,,,1,6,,0,,
417,77446,23,0.06666666666666667,,,,,,2,16,,7,,
418,77484,23,0.06666666666666667,,,,,,1,22,,1,,
419,77517,26,0.1,,,,,,1,24,,2,,
420,77566,29,1.1333333333333333,,,,,,6,6,,23,,
421,77871,9,0.1,,,,,,1,9,,0,,
422,77883,29,0.06666666666666667,,,,,,1,21,,8,,
423,78009,30,1.2,,,,,,3,15,,15,,
424,78034,27,0.06666666666666667,,,,,,1,24,,3,,
425,78182,28,0.26666666666666666,,,,,,3,17,,11,,
426,78331,22,0.1,,,,,,1,22,,0,,
427,78597,8,0.03333333333333333,,,,,,1,6,,2,,
428,78607,28,0.06666666666666667,,,,,,1,28,,0,,
429,78889,23,0.03333333333333333,,,,,,1,14,,9,,
430,79258,6,0.06666666666666667,,,,,,1,6,,0,,
431,79367,3,0.3,,,,,,1,3,,0,,
432,79385,27,0.06666666666666667,,,,,,1,27,,0,,
433,79436,26,0.06666666666666667,,,,,,1,26,,0,,
434,79511,11,0.03333333333333333,,,,,,1,11,,0,,
435,79534,5,0.03333333333333333,,,,,,1,4,,1,,
436,79880,30,0.1,,,,,,1,26,,4,,
437,80016,30,0.16666666666666666,,,,,,1,7,,23,,
438,80149,22,0.26666666666666666,,,,,,2,19,,3,,
439,80218,15,0.03333333333333333,,,,,,1,15,,0,,
440,80283,17,0.1,,,,,,1,4,,13,,
441,80366,27,0.03333333333333333,,,,,,1,27,,0,,
442,80461,28,0.03333333333333333,,,,,,1,26,,2,,
443,80545,28,0.1,,,,,,1,15,,13,,
444,80736,30,0.06666666666666667,,,,,,1,26,,4,,
445,80772,26,0.03333333333333333,,,,,,1,13,,13,,
446,80874,28,0.06666666666666667,,,,,,1,1,,27,,
447,81245,20,0.03333333333333333,,,,,,1,20,,0,,
448,81427,23,0.03333333333333333,,,,,,1,23,,0,,
449,81662,25,0.03333333333333333,,,,,,1,22,,3,,
450,81697,23,0.3,,,,,,1,12,,11,,
451,81825,4,0.1,,,,,,1,1,,3,,
452,82114,24,0.03333333333333333,,,,,,1,13,,11,,
453,82411,14,0.03333333333333333,,,,,,1,13,,1,,
454,82459,21,0.16666666666666666,,,,,,1,6,,15,,
