,user_id,user_last_launch,app_two_out,mean_user,day,sum_user,var_user,std_user,cont_day,user_register,day_sum,last_regist,last_rigist_day,day_count
39,1172,24,0.03333333333333333,,,,,,1,24,,0,,
40,1180,22,0.06666666666666667,,,,,,2,21,,1,,
41,1184,20,0.03333333333333333,,,,,,1,20,,0,,
42,1220,30,0.06666666666666667,,,,,,2,29,,1,,
43,1237,24,0.03333333333333333,,,,,,1,24,,0,,
44,1266,23,0.03333333333333333,,,,,,1,23,,0,,
45,1272,29,0.03333333333333333,,,,,,1,29,,0,,
46,1296,26,0.26666666666666666,,,,,,2,11,,15,,
47,1308,30,0.36666666666666664,,,,,,4,3,,27,,
48,1330,16,0.03333333333333333,,,,,,1,16,,0,,
49,1340,27,0.1,,,,,,2,10,,17,,
50,1344,19,0.13333333333333333,,,,,,2,10,,9,,
51,1355,30,0.3,,,,,,8,20,,10,,
52,1400,29,0.03333333333333333,,,,,,1,29,,0,,
53,1406,10,0.06666666666666667,,,,,,1,7,,3,,
54,1407,21,0.06666666666666667,,,,,,1,6,,15,,
55,1426,29,0.03333333333333333,,,,,,1,29,,0,,
56,1427,30,0.13333333333333333,,,,,,4,27,,3,,
57,1430,24,0.03333333333333333,,,,,,1,24,,0,,
58,1438,21,0.23333333333333334,,,,,,2,1,,20,,
59,1506,30,0.6333333333333333,,,,,,19,12,,18,,
60,1546,30,0.03333333333333333,,,,,,1,30,,0,,
61,1561,12,0.03333333333333333,,,,,,1,12,,0,,
62,1581,6,0.03333333333333333,,,,,,1,6,,0,,
63,1612,29,0.3333333333333333,,,,,,3,18,,11,,
64,1673,30,0.23333333333333334,,,,,,4,21,,9,,
65,1693,19,0.03333333333333333,,,,,,1,19,,0,,
66,1704,30,0.03333333333333333,,,,,,1,30,,0,,
67,1720,12,0.03333333333333333,,,,,,1,12,,0,,
68,1773,30,0.5666666666666667,,,,,,14,13,,17,,
69,1776,29,0.36666666666666664,,,,,,3,15,,14,,
70,1791,30,0.06666666666666667,,,,,,2,29,,1,,
71,1853,23,0.03333333333333333,,,,,,1,23,,0,,
72,1865,24,0.3,,,,,,2,6,,18,,
73,1938,4,0.1,,,,,,3,2,,2,,
74,1977,24,0.13333333333333333,,,,,,1,16,,8,,
75,1995,28,0.3,,,,,,2,14,,14,,
76,2040,30,0.3,,,,,,2,9,,21,,
77,2058,30,0.03333333333333333,,,,,,1,30,,0,,
78,2066,30,0.23333333333333334,,,,,,4,17,,13,,
79,2068,28,0.23333333333333334,,,,,,3,16,,12,,
80,2083,30,0.3,,,,,,9,22,,8,,
81,2084,24,0.03333333333333333,,,,,,1,24,,0,,
82,2087,17,0.03333333333333333,,,,,,1,17,,0,,
83,2089,30,0.4,,,,,,2,5,,25,,
84,2155,23,0.03333333333333333,,,,,,1,23,,0,,
85,2158,28,0.03333333333333333,,,,,,1,28,,0,,
86,2180,23,0.43333333333333335,,,,,,4,1,,22,,
87,2223,26,0.13333333333333333,,,,,,1,19,,7,,
88,2247,29,0.13333333333333333,,,,,,1,24,,5,,
89,2252,30,0.2,,,,,,1,17,,13,,
90,2276,30,0.26666666666666666,,,,,,3,10,,20,,
91,2302,29,0.1,,,,,,3,27,,2,,
92,2306,29,0.06666666666666667,,,,,,2,28,,1,,
93,2309,22,0.06666666666666667,,,,,,2,21,,1,,
94,2335,21,0.2,,,,,,2,15,,6,,
95,2337,28,0.03333333333333333,,,,,,1,28,,0,,
96,2426,27,0.16666666666666666,,,,,,5,23,,4,,
97,2439,16,0.16666666666666666,,,,,,1,11,,5,,
98,2526,27,0.1,,,,,,1,11,,16,,
99,2582,28,0.13333333333333333,,,,,,1,24,,4,,
100,2640,11,0.23333333333333334,,,,,,7,5,,6,,
101,2645,22,0.03333333333333333,,,,,,1,22,,0,,
102,2687,11,0.03333333333333333,,,,,,1,11,,0,,
103,2736,27,0.2,,,,,,2,5,,22,,
104,2783,28,0.36666666666666664,,,,,,2,6,,22,,
105,2797,24,0.06666666666666667,,,,,,2,23,,1,,
106,2811,30,0.1,,,,,,1,26,,4,,
107,2904,28,0.03333333333333333,,,,,,1,28,,0,,
108,2914,30,0.5,,,,,,9,14,,16,,
109,2926,20,0.03333333333333333,,,,,,1,20,,0,,
110,2941,30,0.3333333333333333,,,,,,10,21,,9,,
111,2944,30,0.5,,,,,,14,14,,16,,
112,2952,30,0.5,,,,,,14,14,,16,,
113,3025,30,0.06666666666666667,,,,,,1,23,,7,,
114,3035,3,0.03333333333333333,,,,,,1,3,,0,,
115,3130,23,0.03333333333333333,,,,,,1,23,,0,,
116,3166,23,0.03333333333333333,,,,,,1,23,,0,,
117,3178,27,0.23333333333333334,,,,,,1,7,,20,,
118,3181,28,0.1,,,,,,3,26,,2,,
119,3197,30,0.4666666666666667,,,,,,12,16,,14,,
120,3203,28,0.03333333333333333,,,,,,1,28,,0,,
121,3245,24,0.16666666666666666,,,,,,4,19,,5,,
122,3306,25,0.03333333333333333,,,,,,1,25,,0,,
123,3313,10,0.03333333333333333,,,,,,1,10,,0,,
124,3347,25,0.03333333333333333,,,,,,1,25,,0,,
125,3365,24,0.03333333333333333,,,,,,1,24,,0,,
126,3367,30,0.03333333333333333,,,,,,1,30,,0,,
127,3369,5,0.03333333333333333,,,,,,1,5,,0,,
128,3376,28,0.03333333333333333,,,,,,1,28,,0,,
129,3402,29,0.03333333333333333,,,,,,1,29,,0,,
130,3422,12,0.03333333333333333,,,,,,1,12,,0,,
131,3430,30,0.03333333333333333,,,,,,1,30,,0,,
132,3440,18,0.06666666666666667,,,,,,1,7,,11,,
133,3465,28,0.5666666666666667,,,,,,5,2,,26,,
134,3473,28,0.06666666666666667,,,,,,2,27,,1,,
135,3475,30,0.3,,,,,,9,22,,8,,
136,3500,24,0.36666666666666664,,,,,,2,13,,11,,
137,3599,19,0.1,,,,,,2,13,,6,,
138,3650,27,0.06666666666666667,,,,,,1,25,,2,,
139,3654,28,0.03333333333333333,,,,,,1,28,,0,,
140,3668,27,0.03333333333333333,,,,,,1,27,,0,,
141,3688,28,0.16666666666666666,,,,,,1,9,,19,,
142,3747,8,0.03333333333333333,,,,,,1,8,,0,,
143,3762,30,0.26666666666666666,,,,,,3,21,,9,,
144,3786,29,0.4,,,,,,2,7,,22,,
145,3806,28,0.3,,,,,,3,14,,14,,
146,3830,23,0.03333333333333333,,,,,,1,23,,0,,
147,3841,17,0.03333333333333333,,,,,,1,17,,0,,
148,3883,14,0.03333333333333333,,,,,,1,14,,0,,
149,3886,30,0.13333333333333333,,,,,,4,27,,3,,
150,3897,19,0.2,,,,,,2,12,,7,,
151,3913,30,0.06666666666666667,,,,,,2,29,,1,,
152,3940,14,0.06666666666666667,,,,,,2,13,,1,,
153,3952,30,0.13333333333333333,,,,,,1,25,,5,,
154,3993,28,0.16666666666666666,,,,,,5,24,,4,,
155,3998,30,0.9,,,,,,1,2,,28,,
156,4005,29,0.06666666666666667,,,,,,2,28,,1,,
157,4019,18,0.1,,,,,,1,12,,6,,
158,4029,30,0.16666666666666666,,,,,,3,9,,21,,
159,4243,28,0.03333333333333333,,,,,,1,28,,0,,
160,4251,11,0.13333333333333333,,,,,,3,5,,6,,
161,4268,28,0.03333333333333333,,,,,,1,28,,0,,
162,4278,30,0.5,,,,,,5,7,,23,,
163,4287,30,0.1,,,,,,2,27,,3,,
164,4305,12,0.03333333333333333,,,,,,1,12,,0,,
165,4310,22,0.06666666666666667,,,,,,1,20,,2,,
166,4328,30,0.23333333333333334,,,,,,3,13,,17,,
167,4334,29,0.03333333333333333,,,,,,1,29,,0,,
168,4367,22,0.03333333333333333,,,,,,1,22,,0,,
169,4370,12,0.2,,,,,,1,3,,9,,
170,4396,22,0.26666666666666666,,,,,,2,9,,13,,
171,4416,5,0.03333333333333333,,,,,,1,5,,0,,
172,4447,20,0.06666666666666667,,,,,,1,15,,5,,
173,4456,30,0.06666666666666667,,,,,,2,29,,1,,
174,4459,15,0.03333333333333333,,,,,,1,15,,0,,
175,4476,27,0.1,,,,,,3,25,,2,,
176,4505,10,0.03333333333333333,,,,,,1,10,,0,,
177,4527,29,0.6333333333333333,,,,,,6,4,,25,,
178,4615,29,0.06666666666666667,,,,,,1,2,,27,,
179,4629,17,0.06666666666666667,,,,,,2,16,,1,,
180,4634,29,0.03333333333333333,,,,,,1,29,,0,,
181,4678,30,0.03333333333333333,,,,,,1,30,,0,,
182,4705,30,0.13333333333333333,,,,,,1,19,,11,,
183,4725,14,0.03333333333333333,,,,,,1,14,,0,,
184,4727,30,0.13333333333333333,,,,,,2,26,,4,,
185,4766,26,0.13333333333333333,,,,,,4,23,,3,,
186,4771,24,0.16666666666666666,,,,,,2,9,,15,,
187,4790,30,0.26666666666666666,,,,,,2,2,,28,,
188,4800,30,0.1,,,,,,3,28,,2,,
189,4802,28,0.03333333333333333,,,,,,1,28,,0,,
190,4826,30,0.1,,,,,,3,28,,2,,
191,4831,24,0.03333333333333333,,,,,,1,24,,0,,
192,4884,28,0.03333333333333333,,,,,,1,28,,0,,
193,4910,24,0.13333333333333333,,,,,,1,15,,9,,
194,4955,30,0.7333333333333333,,,,,,15,6,,24,,
195,4964,14,0.03333333333333333,,,,,,1,14,,0,,
196,4965,27,0.4666666666666667,,,,,,4,7,,20,,
197,4966,30,0.1,,,,,,3,28,,2,,
198,4977,3,0.03333333333333333,,,,,,1,3,,0,,
199,4980,28,0.3333333333333333,,,,,,4,7,,21,,
200,4998,28,0.1,,,,,,1,11,,17,,
201,5006,21,0.23333333333333334,,,,,,1,9,,12,,
202,5056,28,0.16666666666666666,,,,,,2,17,,11,,
203,5065,6,0.03333333333333333,,,,,,1,6,,0,,
204,5104,30,0.23333333333333334,,,,,,7,24,,6,,
205,5114,27,0.13333333333333333,,,,,,2,22,,5,,
206,5149,29,0.03333333333333333,,,,,,1,29,,0,,
207,5222,24,0.03333333333333333,,,,,,1,24,,0,,
208,5240,25,0.26666666666666666,,,,,,8,18,,7,,
209,5241,26,0.23333333333333334,,,,,,4,16,,10,,
210,5251,21,0.1,,,,,,1,15,,6,,
211,5261,13,0.03333333333333333,,,,,,1,13,,0,,
212,5274,11,0.03333333333333333,,,,,,1,11,,0,,
213,5283,16,0.06666666666666667,,,,,,2,15,,1,,
214,5316,20,0.06666666666666667,,,,,,2,19,,1,,
215,5349,1,0.03333333333333333,,,,,,1,1,,0,,
216,5367,29,0.03333333333333333,,,,,,1,29,,0,,
217,5462,24,0.03333333333333333,,,,,,1,24,,0,,
218,5498,28,0.3,,,,,,3,16,,12,,
219,5513,25,0.03333333333333333,,,,,,1,25,,0,,
220,5527,30,0.26666666666666666,,,,,,8,23,,7,,
221,5540,26,0.03333333333333333,,,,,,1,26,,0,,
222,5565,2,0.03333333333333333,,,,,,1,2,,0,,
223,5630,30,0.1,,,,,,2,26,,4,,
224,5661,10,0.06666666666666667,,,,,,2,9,,1,,
225,5681,19,0.03333333333333333,,,,,,1,19,,0,,
226,5687,30,0.06666666666666667,,,,,,2,29,,1,,
227,5711,19,0.03333333333333333,,,,,,1,19,,0,,
228,5741,23,0.06666666666666667,,,,,,2,22,,1,,
229,5764,28,0.1,,,,,,1,15,,13,,
230,5789,29,0.26666666666666666,,,,,,3,6,,23,,
231,5823,18,0.03333333333333333,,,,,,1,18,,0,,
232,5841,29,0.2,,,,,,3,23,,6,,
233,5856,22,0.16666666666666666,,,,,,1,12,,10,,
234,5861,28,0.43333333333333335,,,,,,3,13,,15,,
235,5905,21,0.06666666666666667,,,,,,1,11,,10,,
236,5989,16,0.36666666666666664,,,,,,9,4,,12,,
237,6019,26,0.7333333333333333,,,,,,8,1,,25,,
238,6089,6,0.03333333333333333,,,,,,1,6,,0,,
239,6110,28,0.1,,,,,,2,25,,3,,
240,6142,24,0.03333333333333333,,,,,,1,24,,0,,
241,6159,30,0.1,,,,,,3,28,,2,,
242,6181,23,0.03333333333333333,,,,,,1,23,,0,,
243,6194,24,0.03333333333333333,,,,,,1,24,,0,,
244,6224,23,0.16666666666666666,,,,,,1,15,,8,,
245,6226,15,0.13333333333333333,,,,,,1,10,,5,,
246,6238,29,0.4666666666666667,,,,,,14,16,,13,,
247,6285,7,0.03333333333333333,,,,,,1,7,,0,,
248,6329,30,0.9666666666666667,,,,,,24,1,,29,,
249,6336,24,0.13333333333333333,,,,,,1,7,,17,,
250,6376,30,0.36666666666666664,,,,,,5,18,,12,,
251,6392,26,0.03333333333333333,,,,,,1,26,,0,,
252,6406,29,0.7333333333333333,,,,,,14,5,,24,,
253,6420,7,0.03333333333333333,,,,,,1,7,,0,,
254,6430,24,0.03333333333333333,,,,,,1,24,,0,,
255,6443,9,0.1,,,,,,3,7,,2,,
256,6490,30,0.26666666666666666,,,,,,1,22,,8,,
257,6501,13,0.16666666666666666,,,,,,2,5,,8,,
258,6555,29,0.2,,,,,,2,15,,14,,
259,6558,30,0.2,,,,,,6,25,,5,,
260,6600,24,0.06666666666666667,,,,,,2,23,,1,,
261,6622,30,0.26666666666666666,,,,,,8,23,,7,,
262,6682,30,0.03333333333333333,,,,,,1,30,,0,,
263,6695,30,0.03333333333333333,,,,,,1,30,,0,,
264,6712,30,0.2,,,,,,6,25,,5,,
265,6738,26,0.06666666666666667,,,,,,1,17,,9,,
266,6748,13,0.03333333333333333,,,,,,1,13,,0,,
267,6761,28,0.03333333333333333,,,,,,1,28,,0,,
268,6766,7,0.03333333333333333,,,,,,1,7,,0,,
269,6768,13,0.03333333333333333,,,,,,1,13,,0,,
270,6784,15,0.06666666666666667,,,,,,1,13,,2,,
271,6816,28,0.06666666666666667,,,,,,1,18,,10,,
272,6826,30,0.4,,,,,,5,16,,14,,
273,6834,21,0.06666666666666667,,,,,,1,18,,3,,
274,6850,30,0.1,,,,,,1,27,,3,,
275,6857,1,0.03333333333333333,,,,,,1,1,,0,,
276,6884,25,0.06666666666666667,,,,,,2,24,,1,,
277,6918,22,0.03333333333333333,,,,,,1,22,,0,,
278,6919,29,0.1,,,,,,3,27,,2,,
279,6999,21,0.1,,,,,,1,7,,14,,
280,7023,19,0.06666666666666667,,,,,,1,5,,14,,
281,7035,22,0.03333333333333333,,,,,,1,22,,0,,
282,7083,25,0.1,,,,,,3,23,,2,,
283,7120,29,0.06666666666666667,,,,,,1,27,,2,,
284,7151,29,0.3333333333333333,,,,,,10,20,,9,,
285,7167,29,0.16666666666666666,,,,,,5,25,,4,,
286,7190,30,0.06666666666666667,,,,,,2,29,,1,,
287,7222,28,0.03333333333333333,,,,,,1,28,,0,,
288,7234,6,0.03333333333333333,,,,,,1,6,,0,,
289,7247,22,0.1,,,,,,1,12,,10,,
290,7327,2,0.03333333333333333,,,,,,1,2,,0,,
291,7347,26,0.06666666666666667,,,,,,2,25,,1,,
292,7348,30,0.6333333333333333,,,,,,19,12,,18,,
293,7388,14,0.03333333333333333,,,,,,1,14,,0,,
294,7390,27,0.03333333333333333,,,,,,1,27,,0,,
295,7458,1,0.03333333333333333,,,,,,1,1,,0,,
296,7467,30,0.6333333333333333,,,,,,6,9,,21,,
297,7517,25,0.1,,,,,,1,5,,20,,
298,7524,27,0.1,,,,,,1,10,,17,,
299,7613,21,0.06666666666666667,,,,,,2,20,,1,,
300,7626,30,0.06666666666666667,,,,,,2,29,,1,,
301,7661,27,0.06666666666666667,,,,,,1,9,,18,,
302,7691,21,0.03333333333333333,,,,,,1,21,,0,,
303,7698,28,0.1,,,,,,1,25,,3,,
304,7704,29,0.03333333333333333,,,,,,1,29,,0,,
305,7721,24,0.06666666666666667,,,,,,1,18,,6,,
306,7722,30,0.9333333333333333,,,,,,19,2,,28,,
307,7731,14,0.23333333333333334,,,,,,7,8,,6,,
308,7732,27,0.13333333333333333,,,,,,2,23,,4,,
309,7746,30,0.6333333333333333,,,,,,6,6,,24,,
310,7763,29,0.03333333333333333,,,,,,1,29,,0,,
311,7764,29,0.1,,,,,,1,13,,16,,
312,7770,28,0.03333333333333333,,,,,,1,28,,0,,
313,7795,30,0.3,,,,,,2,10,,20,,
314,7819,30,0.4666666666666667,,,,,,14,17,,13,,
315,7867,29,0.3,,,,,,2,12,,17,,
316,7891,23,0.1,,,,,,1,20,,3,,
317,7930,29,0.03333333333333333,,,,,,1,29,,0,,
318,7954,12,0.13333333333333333,,,,,,4,9,,3,,
319,7982,29,0.4666666666666667,,,,,,4,2,,27,,
320,8007,5,0.03333333333333333,,,,,,1,5,,0,,
321,8010,29,0.03333333333333333,,,,,,1,29,,0,,
322,8035,19,0.03333333333333333,,,,,,1,19,,0,,
323,8057,30,0.2,,,,,,4,21,,9,,
324,8088,23,0.03333333333333333,,,,,,1,23,,0,,
325,8097,29,0.03333333333333333,,,,,,1,29,,0,,
326,8124,25,0.03333333333333333,,,,,,1,25,,0,,
327,8145,30,0.6666666666666666,,,,,,20,11,,19,,
328,8192,18,0.03333333333333333,,,,,,1,18,,0,,
329,8226,30,0.3333333333333333,,,,,,3,19,,11,,
330,8241,23,0.03333333333333333,,,,,,1,23,,0,,
331,8255,30,0.7,,,,,,12,7,,23,,
332,8294,23,0.03333333333333333,,,,,,1,23,,0,,
333,8322,30,0.16666666666666666,,,,,,1,18,,12,,
334,8339,30,0.5666666666666667,,,,,,17,14,,16,,
335,8424,13,0.03333333333333333,,,,,,1,13,,0,,
336,8442,15,0.06666666666666667,,,,,,2,14,,1,,
337,8446,30,0.03333333333333333,,,,,,1,30,,0,,
338,8481,20,0.1,,,,,,3,18,,2,,
339,8520,29,0.16666666666666666,,,,,,1,20,,9,,
340,8522,17,0.03333333333333333,,,,,,1,17,,0,,
341,8542,6,0.06666666666666667,,,,,,2,5,,1,,
342,8677,30,0.5,,,,,,7,14,,16,,
343,8766,22,0.1,,,,,,1,9,,13,,
344,8778,17,0.1,,,,,,1,13,,4,,
345,8790,17,0.03333333333333333,,,,,,1,17,,0,,
346,8797,30,0.06666666666666667,,,,,,1,25,,5,,
347,8808,22,0.16666666666666666,,,,,,1,2,,20,,
348,8931,20,0.06666666666666667,,,,,,1,18,,2,,
349,8973,20,0.03333333333333333,,,,,,1,20,,0,,
350,9003,26,0.03333333333333333,,,,,,1,26,,0,,
351,9005,21,0.06666666666666667,,,,,,2,20,,1,,
352,9010,14,0.03333333333333333,,,,,,1,14,,0,,
353,9012,30,0.3333333333333333,,,,,,7,19,,11,,
354,9117,28,0.23333333333333334,,,,,,3,21,,7,,
355,9137,23,0.06666666666666667,,,,,,2,22,,1,,
356,9203,30,0.03333333333333333,,,,,,1,30,,0,,
357,9236,24,0.2,,,,,,1,5,,19,,
358,9240,30,0.03333333333333333,,,,,,1,30,,0,,
359,9293,23,0.06666666666666667,,,,,,2,22,,1,,
360,9295,4,0.03333333333333333,,,,,,1,4,,0,,
361,9321,23,0.23333333333333334,,,,,,2,3,,20,,
362,9327,30,0.7,,,,,,21,10,,20,,
363,9395,29,0.16666666666666666,,,,,,1,17,,12,,
364,9422,19,0.03333333333333333,,,,,,1,19,,0,,
365,9434,29,0.3333333333333333,,,,,,3,17,,12,,
366,9463,30,0.13333333333333333,,,,,,4,27,,3,,
367,9533,30,0.4666666666666667,,,,,,14,17,,13,,
368,9565,2,0.03333333333333333,,,,,,1,2,,0,,
369,9587,30,0.3,,,,,,9,22,,8,,
370,9699,23,0.03333333333333333,,,,,,1,23,,0,,
371,9731,28,0.16666666666666666,,,,,,1,15,,13,,
372,9759,28,0.06666666666666667,,,,,,2,27,,1,,
373,9762,29,0.03333333333333333,,,,,,1,29,,0,,
374,9778,24,0.03333333333333333,,,,,,1,24,,0,,
375,9784,27,0.13333333333333333,,,,,,1,19,,8,,
376,9806,25,0.03333333333333333,,,,,,1,25,,0,,
377,9819,12,0.03333333333333333,,,,,,1,12,,0,,
378,9845,27,0.23333333333333334,,,,,,4,13,,14,,
379,9901,22,0.06666666666666667,,,,,,1,13,,9,,
380,9902,27,0.06666666666666667,,,,,,2,26,,1,,
381,9905,28,0.1,,,,,,1,22,,6,,
382,9910,9,0.03333333333333333,,,,,,1,9,,0,,
383,9939,24,0.03333333333333333,,,,,,1,24,,0,,
384,9994,30,0.6,,,,,,9,8,,22,,
385,10075,27,0.03333333333333333,,,,,,1,27,,0,,
386,10088,30,0.36666666666666664,,,,,,2,5,,25,,
387,10098,26,0.03333333333333333,,,,,,1,26,,0,,
388,10130,29,0.36666666666666664,,,,,,5,15,,14,,
389,10237,27,0.06666666666666667,,,,,,2,26,,1,,
390,10281,11,0.03333333333333333,,,,,,1,11,,0,,
391,10282,29,0.5,,,,,,6,7,,22,,
392,10284,6,0.03333333333333333,,,,,,1,6,,0,,
393,10300,29,0.8,,,,,,24,6,,23,,
394,10329,17,0.03333333333333333,,,,,,1,17,,0,,
395,10331,24,0.03333333333333333,,,,,,1,24,,0,,
396,10381,10,0.03333333333333333,,,,,,1,10,,0,,
397,10432,30,0.13333333333333333,,,,,,1,18,,12,,
398,10446,22,0.1,,,,,,1,13,,9,,
399,10493,29,0.36666666666666664,,,,,,3,13,,16,,
400,10501,30,0.2,,,,,,3,22,,8,,
401,10518,29,0.06666666666666667,,,,,,2,28,,1,,
402,10528,20,0.2,,,,,,3,9,,11,,
403,10557,20,0.16666666666666666,,,,,,2,13,,7,,
404,10562,30,0.13333333333333333,,,,,,4,27,,3,,
405,10573,27,0.3,,,,,,2,12,,15,,
406,10688,30,0.43333333333333335,,,,,,10,13,,17,,
407,10718,29,0.4,,,,,,2,3,,26,,
408,10733,15,0.03333333333333333,,,,,,1,15,,0,,
409,10755,26,0.3333333333333333,,,,,,4,13,,13,,
410,10825,25,0.03333333333333333,,,,,,1,25,,0,,
411,10845,13,0.03333333333333333,,,,,,1,13,,0,,
412,10858,30,0.1,,,,,,2,22,,8,,
413,10879,29,0.26666666666666666,,,,,,3,13,,16,,
414,10914,17,0.03333333333333333,,,,,,1,17,,0,,
415,10929,27,0.13333333333333333,,,,,,1,20,,7,,
416,10933,19,0.03333333333333333,,,,,,1,19,,0,,
417,11003,30,0.26666666666666666,,,,,,8,23,,7,,
418,11048,10,0.03333333333333333,,,,,,1,10,,0,,
419,11077,30,0.9333333333333333,,,,,,5,2,,28,,
420,11080,29,0.13333333333333333,,,,,,3,24,,5,,
421,11089,28,0.03333333333333333,,,,,,1,28,,0,,
422,11134,30,0.3,,,,,,8,20,,10,,
423,11173,29,0.03333333333333333,,,,,,1,29,,0,,
424,11206,18,0.03333333333333333,,,,,,1,18,,0,,
425,11207,24,0.1,,,,,,1,21,,3,,
426,11215,14,0.03333333333333333,,,,,,1,14,,0,,
427,11233,29,0.03333333333333333,,,,,,1,29,,0,,
428,11239,29,0.1,,,,,,1,26,,3,,
429,11251,27,0.03333333333333333,,,,,,1,27,,0,,
430,11280,24,0.03333333333333333,,,,,,1,24,,0,,
431,11325,25,0.03333333333333333,,,,,,1,25,,0,,
432,11331,30,0.8333333333333334,,,,,,16,3,,27,,
433,11332,24,0.1,,,,,,1,20,,4,,
434,11344,28,0.13333333333333333,,,,,,3,23,,5,,
435,11354,30,0.03333333333333333,,,,,,1,30,,0,,
436,11372,15,0.03333333333333333,,,,,,1,15,,0,,
437,11385,30,0.5,,,,,,15,16,,14,,
438,11434,23,0.2,,,,,,2,9,,14,,
439,11447,30,0.6,,,,,,9,3,,27,,
440,11463,22,0.13333333333333333,,,,,,1,14,,8,,
441,11484,6,0.03333333333333333,,,,,,1,6,,0,,
442,11556,25,0.13333333333333333,,,,,,1,16,,9,,
443,11582,19,0.03333333333333333,,,,,,1,19,,0,,
444,11602,30,0.03333333333333333,,,,,,1,30,,0,,
445,11616,30,0.4,,,,,,4,17,,13,,
446,11626,13,0.03333333333333333,,,,,,1,13,,0,,
447,11685,17,0.03333333333333333,,,,,,1,17,,0,,
448,11744,30,0.03333333333333333,,,,,,1,30,,0,,
449,11747,14,0.03333333333333333,,,,,,1,14,,0,,
450,11777,10,0.03333333333333333,,,,,,1,10,,0,,
451,11800,30,0.26666666666666666,,,,,,8,23,,7,,
452,11857,29,0.2,,,,,,1,17,,12,,
453,11887,30,0.06666666666666667,,,,,,2,29,,1,,
454,11892,30,0.03333333333333333,,,,,,1,30,,0,,
455,11900,18,0.03333333333333333,,,,,,1,18,,0,,
